EmployeeID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,PerformanceScore,CurrentEmployeeRating,SurveyDate,EngagementScore,SatisfactionScore,WorkLifeBalanceScore,TrainingDate,TrainingProgramName,TrainingType,TrainingOutcome,TrainingDuration_Days,TrainingCost,Age
3764,16 February 2022,Production Technician II,MSC,Active,Full-Time,Zone B,Temporary,Production       ,General - Sga,13 December 1995,MA,Female,Black,Single,Fully Meets,3,11 July 2023,2,1,5,30 August 2022,Communication Skills,External,Incomplete,2,239.16,47
3765,02 September 2022,Production Technician II,TNS,Active,Part-Time,Zone A,Temporary,Production       ,Yard (Material Handling),30 June 1969,MA,Female,Hispanic,Widowed,Fully Meets,3,02 January 2023,1,1,2,25 November 2022,Customer Service,Internal,Completed,5,275.94,57
3766,02 February 2019,Production Technician II,PYZ,Active,Part-Time,Zone A,Part-Time,Production       ,Yard (Material Handling),10 March 1943,MA,Female,Black,Widowed,Fully Meets,3,12 May 2023,4,4,5,27 March 2023,Technical Skills,Internal,Incomplete,4,466.32,71
3767,26 August 2021,Production Technician I,TNS,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Production       ,General - Con,07 March 1993,MA,Female,Black,Divorced,Fully Meets,2,09 July 2023,2,5,3,12 October 2022,Leadership Development,Internal,Completed,4,840.46,18
3768,31 December 2020,Production Technician I,SVG,Active,Contract,Zone B,Full-Time,Production       ,Catv,30 May 1991,MA,Female,Black,Divorced,Fully Meets,4,27 January 2023,2,4,1,04 January 2023,Leadership Development,Internal,Completed,3,145.76,61
3769,12 December 2020,Production Technician I,PYZ,Active,Full-Time,Zone A,Full-Time,Production       ,Fielders,21 November 1952,MA,Male,Asian,Married,Fully Meets,3,25 September 2022,3,5,3,12 October 2022,Project Management,Internal,Incomplete,2,647.7,64
3770,13 January 2022,Production Technician I,PL,Voluntarily Terminated,Contract,Zone B,Temporary,Production       ,Aerial,26 January 1995,MA,Male,Asian,Married,Fully Meets,3,06 May 2023,1,3,3,05 July 2023,Project Management,Internal,Incomplete,2,536.2,34
3771,24 January 2021,Production Technician I,NEL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Production       ,General - Con,20 September 1981,MA,Male,Asian,Married,Fully Meets,3,25 September 2022,2,2,4,26 March 2023,Communication Skills,Internal,Incomplete,5,769.97,67
3772,08 February 2022,Production Technician I,MSC,Active,Full-Time,Zone A,Temporary,Production       ,Engineers,05 February 1966,MA,Female,Asian,Divorced,Fully Meets,3,10 September 2022,2,5,1,01 January 2023,Communication Skills,External,Completed,1,894.66,37
3773,11 October 2020,Production Technician I,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Production       ,Engineers,16 May 1972,MA,Female,Hispanic,Divorced,Fully Meets,3,16 October 2022,1,5,2,15 November 2022,Project Management,External,Failed,2,374.02,65
3774,20 June 2019,Production Technician I,CCDR,Active,Part-Time,Zone B,Full-Time,Production       ,Engineers,06 April 1998,MA,Male,Black,Single,Fully Meets,3,11 April 2023,5,3,1,04 February 2023,Leadership Development,Internal,Passed,5,569.42,43
3775,13 July 2021,Production Technician I,BPC,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,15 October 1980,MA,Male,Other,Widowed,Fully Meets,3,15 April 2023,2,1,3,14 November 2022,Customer Service,Internal,Completed,1,172.82,70
3776,14 October 2021,Production Technician I,WBL,Active,Contract,Zone A,Full-Time,Production       ,General - Eng,28 April 1980,MA,Male,Black,Married,Fully Meets,3,13 December 2022,4,1,5,05 February 2023,Project Management,Internal,Completed,4,585.84,63
3777,09 November 2021,Production Technician I,TNS,Active,Contract,Zone C,Temporary,Production       ,Aerial,21 March 1966,MA,Male,Black,Single,Fully Meets,3,28 October 2022,4,3,2,13 October 2022,Project Management,External,Completed,1,759.38,42
3778,02 April 2023,Production Technician I,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,Wireline Construction,09 February 1992,MA,Male,Other,Married,Fully Meets,3,06 February 2023,1,5,3,13 September 2022,Customer Service,Internal,Completed,5,341.74,40
3779,19 October 2022,Production Technician I,PYZ,Future Start,Part-Time,Zone B,Temporary,Production       ,Shop (Fleet),28 April 1963,MA,Female,Other,Divorced,Fully Meets,3,18 June 2023,4,1,1,29 May 2023,Project Management,External,Incomplete,3,733.04,44
3780,09 May 2020,Production Technician I,PL,Future Start,Part-Time,Zone C,Part-Time,Production       ,General - Con,16 November 1945,MA,Female,Black,Widowed,Fully Meets,3,21 May 2023,2,3,2,02 August 2023,Customer Service,Internal,Failed,2,658.27,35
3781,18 August 2019,Production Technician I,NEL,Future Start,Contract,Zone B,Full-Time,Production       ,General - Con,23 January 1960,MA,Male,Black,Single,Fully Meets,3,09 August 2022,5,3,1,11 July 2023,Customer Service,External,Incomplete,1,124.77,72
3782,09 March 2019,Production Technician I,MSC,Voluntarily Terminated,Full-Time,Zone B,Temporary,Production       ,Field Operations,25 September 1984,MA,Male,Asian,Widowed,Fully Meets,3,19 July 2023,1,5,1,11 December 2022,Technical Skills,Internal,Passed,5,506.4,24
3783,09 May 2020,Production Technician I,EW,Active,Contract,Zone A,Full-Time,Production       ,Fielders,11 April 1962,MA,Male,Asian,Divorced,Fully Meets,3,07 March 2023,3,4,3,25 January 2023,Technical Skills,External,Completed,5,851.24,22
3784,14 August 2022,Production Technician I,CCDR,Active,Contract,Zone A,Temporary,Production       ,Splicing,14 March 1998,MA,Female,White,Single,Fully Meets,3,04 March 2023,3,3,2,12 October 2022,Communication Skills,Internal,Completed,2,671.12,27
3785,18 January 2022,Production Technician II,PL,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,20 October 1977,MA,Female,Black,Divorced,Fully Meets,3,05 May 2023,3,2,2,01 October 2022,Project Management,External,Passed,1,257.8,29
3786,22 June 2021,Production Technician II,PYZ,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Production       ,Field Operations,10 June 1962,MA,Female,Black,Divorced,Fully Meets,3,29 December 2022,3,4,2,17 April 2023,Leadership Development,External,Failed,4,280.06,63
3787,19 January 2023,Production Technician II,SVG,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Production       ,General - Sga,29 August 1972,MA,Female,White,Widowed,Fully Meets,3,06 March 2023,1,2,1,26 April 2023,Project Management,External,Passed,4,140.03,72
3788,17 May 2023,Production Technician II,TNS,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Production       ,Field Operations,06 September 1976,MA,Female,Black,Married,Fully Meets,3,05 May 2023,3,4,2,21 March 2023,Customer Service,External,Completed,2,796.95,68
3789,07 June 2020,Production Technician II,WBL,Active,Contract,Zone A,Part-Time,Production       ,Wireline Construction,25 May 1977,MA,Female,Other,Widowed,Fully Meets,3,25 September 2022,3,1,4,26 October 2022,Technical Skills,External,Incomplete,1,997.38,69
3790,07 July 2023,Production Technician II,PYZ,Active,Full-Time,Zone A,Temporary,Production       ,Yard (Material Handling),11 December 1962,MA,Female,Hispanic,Single,Fully Meets,3,31 July 2023,3,2,1,18 March 2023,Communication Skills,External,Completed,2,676.95,58
3791,28 March 2020,Production Technician I,WBL,Active,Full-Time,Zone B,Full-Time,Production       ,Finance & Accounting,02 February 1978,MA,Female,Asian,Divorced,Fully Meets,3,07 September 2022,4,1,1,12 February 2023,Leadership Development,External,Failed,2,348.89,26
3792,23 May 2019,Production Technician I,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,08 June 1998,MA,Male,White,Married,Fully Meets,3,25 September 2022,2,2,2,09 September 2022,Project Management,External,Passed,1,385.62,75
3793,20 April 2019,Production Technician I,PL,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,15 January 1952,MA,Male,Asian,Married,Fully Meets,3,15 May 2023,2,3,3,24 November 2022,Project Management,Internal,Completed,2,552.67,66
3794,09 September 2018,Production Technician I,BPC,Active,Contract,Zone A,Full-Time,Production       ,General - Con,20 January 1996,MA,Male,Asian,Widowed,Fully Meets,5,05 December 2022,1,1,3,17 April 2023,Communication Skills,External,Failed,2,645.11,39
3795,14 July 2022,Production Technician I,CCDR,Active,Part-Time,Zone A,Part-Time,Production       ,General - Sga,01 August 1989,MA,Male,White,Divorced,Exceeds,3,29 September 2022,4,3,2,25 January 2023,Project Management,External,Passed,1,954.02,21
3796,17 April 2019,Production Technician I,SVG,Active,Contract,Zone A,Part-Time,Production       ,General - Con,27 August 1964,MA,Female,Hispanic,Married,Exceeds,3,28 June 2023,1,5,2,03 July 2023,Technical Skills,External,Incomplete,5,255.74,54
3797,15 May 2020,Production Technician I,EW,Active,Contract,Zone A,Full-Time,Production       ,Catv,26 June 1975,MA,Female,Black,Married,Fully Meets,3,03 September 2022,3,4,2,09 March 2023,Technical Skills,External,Completed,2,279.38,51
3798,04 April 2020,Production Technician I,MSC,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,21 December 1961,MA,Male,Other,Widowed,Fully Meets,3,08 November 2022,1,1,1,22 August 2022,Project Management,External,Passed,5,303.44,60
3799,15 October 2022,Production Technician I,TNS,Active,Full-Time,Zone A,Temporary,Production       ,Executive,24 November 1964,MA,Male,Hispanic,Single,Exceeds,3,24 December 2022,3,1,3,07 August 2022,Communication Skills,Internal,Incomplete,4,809.38,50
3800,11 July 2019,Production Technician I,PYZ,Active,Contract,Zone C,Part-Time,Production       ,General - Sga,09 December 1950,MA,Male,Other,Married,Fully Meets,3,08 December 2022,5,3,5,14 October 2022,Customer Service,Internal,Completed,4,886.12,45
3801,02 October 2019,Production Technician I,WBL,Active,Contract,Zone C,Temporary,Production       ,Field Operations,18 January 1948,MA,Female,Hispanic,Single,Fully Meets,3,27 November 2022,2,1,4,01 April 2023,Leadership Development,External,Incomplete,2,125.88,21
3802,04 March 2021,Production Technician I,NEL,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,28 March 1947,MA,Male,White,Divorced,Fully Meets,3,09 January 2023,3,3,5,24 January 2023,Leadership Development,Internal,Passed,1,493.72,23
3803,10 February 2021,Production Technician I,PL,Future Start,Contract,Zone B,Full-Time,Production       ,Field Operations,12 May 1985,MA,Female,Black,Single,Fully Meets,3,07 December 2022,1,2,5,12 February 2023,Project Management,External,Passed,4,993.68,42
3804,15 May 2019,Production Technician I,BPC,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,26 September 1978,MA,Female,Hispanic,Single,Fully Meets,3,07 March 2023,3,2,2,15 February 2023,Customer Service,External,Incomplete,4,414.55,67
3805,28 April 2022,Production Technician I,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,General - Con,23 April 1982,MA,Male,Other,Divorced,Fully Meets,3,31 December 2022,2,5,2,31 August 2022,Communication Skills,External,Incomplete,1,391.88,77
3806,23 September 2021,Production Technician I,SVG,Active,Contract,Zone C,Temporary,Production       ,Field Operations,01 September 1974,MA,Male,Other,Married,Fully Meets,3,13 March 2023,4,1,5,09 September 2022,Customer Service,External,Passed,4,600.64,22
3807,15 September 2021,Production Technician I,EW,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,16 May 1964,MA,Male,Asian,Single,Fully Meets,3,17 August 2022,4,5,4,26 March 2023,Communication Skills,External,Passed,1,997.74,29
3808,27 April 2019,IT Support,PYZ,Active,Contract,Zone B,Full-Time,IT/IS,General - Sga,16 January 1948,MA,Female,White,Widowed,Fully Meets,3,27 January 2023,5,4,4,25 January 2023,Technical Skills,External,Passed,4,254.26,59
3809,06 October 2019,Network Engineer,TNS,Active,Part-Time,Zone B,Part-Time,IT/IS,Field Operations,20 January 2001,MA,Male,Hispanic,Single,Fully Meets,3,04 September 2022,3,1,5,21 October 2022,Technical Skills,External,Incomplete,3,786.62,71
3810,16 February 2020,Sr. Network Engineer,PL,Active,Full-Time,Zone A,Temporary,IT/IS,General - Sga,10 October 1959,CT,Female,Black,Single,Fully Meets,3,22 December 2022,3,3,1,21 December 2022,Communication Skills,External,Completed,3,189.7,27
3811,14 May 2022,Sr. Network Engineer,PL,Active,Part-Time,Zone B,Temporary,IT/IS,Fielders,11 March 1958,CT,Male,Hispanic,Widowed,Fully Meets,3,18 May 2023,1,1,1,15 May 2023,Technical Skills,External,Completed,2,484.02,24
3812,13 February 2019,Sr. Network Engineer,BPC,Active,Contract,Zone B,Full-Time,IT/IS,General - Eng,24 May 1985,MA,Female,Hispanic,Single,Fully Meets,3,11 January 2023,3,3,1,02 June 2023,Communication Skills,Internal,Failed,5,299.74,57
3813,24 August 2022,IT Support,SVG,Active,Part-Time,Zone A,Part-Time,IT/IS,Engineers,25 February 1955,MA,Male,Hispanic,Widowed,Fully Meets,3,06 June 2023,2,3,4,21 July 2023,Technical Skills,Internal,Failed,1,169.79,47
3814,07 January 2019,Sr. Network Engineer,EW,Leave of Absence,Part-Time,Zone C,Full-Time,IT/IS,Engineers,17 April 1955,MA,Male,Black,Widowed,Fully Meets,3,08 July 2023,4,1,2,09 July 2023,Communication Skills,Internal,Failed,5,655.68,57
3815,26 March 2021,Network Engineer,SVG,Active,Contract,Zone C,Part-Time,IT/IS,Project Management - Con,26 May 1984,MA,Male,White,Divorced,Fully Meets,3,23 February 2023,1,5,3,05 February 2023,Project Management,Internal,Failed,1,910.09,61
3816,01 May 2021,IT Support,WBL,Active,Full-Time,Zone A,Temporary,IT/IS,Field Operations,10 August 1956,MA,Male,Hispanic,Single,Fully Meets,3,26 December 2022,1,1,5,20 December 2022,Communication Skills,External,Passed,5,912.1,32
3817,10 October 2021,IT Support,CCDR,Active,Part-Time,Zone A,Full-Time,IT/IS,General - Con,01 January 1978,MA,Female,Black,Single,Needs Improvement,3,24 June 2023,3,3,1,07 March 2023,Customer Service,Internal,Incomplete,4,456.65,19
3818,02 January 2020,Network Engineer,CCDR,Active,Part-Time,Zone A,Part-Time,IT/IS,Wireless,15 June 1950,MA,Male,Asian,Single,Fully Meets,3,28 January 2023,1,1,3,07 November 2022,Leadership Development,External,Incomplete,4,313.5,42
3819,20 January 2020,Network Engineer,MSC,Active,Full-Time,Zone B,Part-Time,IT/IS,Aerial,26 November 1957,MA,Female,Asian,Single,Fully Meets,3,01 July 2023,4,1,1,29 December 2022,Leadership Development,Internal,Incomplete,3,906.45,57
3820,11 August 2018,Network Engineer,EW,Active,Contract,Zone C,Full-Time,IT/IS,General - Con,29 September 1976,MA,Female,Other,Divorced,Fully Meets,3,26 July 2023,1,3,4,19 August 2022,Project Management,External,Incomplete,2,333.8,51
3821,18 December 2021,Sr. Network Engineer,TNS,Active,Contract,Zone A,Temporary,IT/IS,Field Operations,03 April 1981,MA,Male,White,Single,Fully Meets,3,05 December 2022,5,4,4,30 November 2022,Project Management,External,Passed,2,866.63,52
3822,24 September 2019,Network Engineer,WBL,Active,Full-Time,Zone B,Part-Time,Executive Office,General - Con,18 September 1975,MA,Male,Hispanic,Divorced,Fully Meets,3,23 March 2023,4,4,5,08 December 2022,Technical Skills,Internal,Incomplete,5,357.58,50
3823,17 October 2022,Network Engineer,TNS,Active,Full-Time,Zone A,Temporary,Executive Office,Shop (Fleet),24 August 1987,MA,Male,White,Single,Needs Improvement,3,16 November 2022,5,4,1,21 September 2022,Communication Skills,External,Completed,4,516.9,23
3824,07 January 2020,IT Support,SVG,Active,Contract,Zone C,Full-Time,IT/IS,General - Sga,21 November 1948,MA,Male,Black,Single,Fully Meets,3,13 February 2023,4,4,5,18 October 2022,Leadership Development,Internal,Completed,5,200.23,52
3825,05 November 2022,IT Support,PYZ,Active,Full-Time,Zone A,Part-Time,IT/IS,Field Operations,23 May 1998,MA,Male,Black,Married,Fully Meets,3,22 December 2022,4,4,2,24 September 2022,Leadership Development,Internal,Completed,1,728.77,67
3826,26 April 2023,IT Support,PL,Active,Part-Time,Zone B,Full-Time,IT/IS,Field Operations,11 April 2001,MA,Male,Asian,Divorced,Fully Meets,3,17 November 2022,2,1,3,21 November 2022,Communication Skills,Internal,Completed,4,286.12,42
3827,29 May 2019,IT Support,NEL,Active,Part-Time,Zone B,Part-Time,IT/IS,General - Eng,24 September 1992,MA,Male,Asian,Widowed,Fully Meets,3,25 December 2022,3,3,4,01 February 2023,Communication Skills,Internal,Failed,5,997.15,51
3828,12 September 2019,Sr. Network Engineer,PL,Active,Part-Time,Zone A,Full-Time,IT/IS,Aerial,28 October 1990,MA,Male,Black,Divorced,Fully Meets,3,21 February 2023,2,5,1,13 June 2023,Leadership Development,External,Failed,2,984.63,23
3829,27 January 2019,Sr. Network Engineer,BPC,Active,Part-Time,Zone C,Full-Time,IT/IS,Project Management - Con,12 March 1956,MA,Male,Other,Married,Exceeds,3,30 October 2022,3,2,1,24 October 2022,Project Management,External,Incomplete,5,233.67,48
3830,20 August 2019,Principal Data Architect,CCDR,Active,Part-Time,Zone C,Temporary,IT/IS,Field Operations,30 May 1947,CT,Male,White,Widowed,PIP,3,28 December 2022,1,1,3,15 March 2023,Technical Skills,Internal,Completed,3,142.42,27
3831,14 September 2018,Enterprise Architect,SVG,Active,Part-Time,Zone C,Part-Time,IT/IS,Field Operations,07 March 1950,CT,Female,Hispanic,Divorced,Needs Improvement,3,19 May 2023,3,2,5,22 March 2023,Project Management,Internal,Failed,2,784.73,73
3832,02 August 2021,Sr. DBA,EW,Leave of Absence,Full-Time,Zone B,Part-Time,IT/IS,Project Management - Eng,07 September 1964,MA,Female,Hispanic,Widowed,PIP,3,03 November 2022,1,4,5,10 January 2023,Leadership Development,Internal,Incomplete,4,770.38,31
3833,26 January 2022,Network Engineer,PYZ,Active,Full-Time,Zone A,Part-Time,Executive Office,Field Operations,12 May 1953,MA,Male,Asian,Single,PIP,3,04 February 2023,3,5,2,23 June 2023,Leadership Development,External,Completed,2,409.16,32
3834,10 May 2019,Network Engineer,WBL,Active,Contract,Zone C,Part-Time,Executive Office,Field Operations,11 July 1961,MA,Male,Hispanic,Married,Fully Meets,3,25 January 2023,3,5,5,04 January 2023,Technical Skills,External,Passed,1,700.53,73
3835,02 January 2019,IT Support,NEL,Active,Part-Time,Zone B,Part-Time,IT/IS,Yard (Material Handling),11 October 1993,MA,Male,Hispanic,Divorced,Fully Meets,3,01 October 2022,5,3,1,05 November 2022,Customer Service,External,Failed,3,439.63,41
3836,13 August 2021,IT Support,PL,Active,Contract,Zone A,Temporary,IT/IS,General - Con,12 January 1946,MA,Male,Black,Single,Fully Meets,3,04 March 2023,2,3,5,29 April 2023,Technical Skills,External,Incomplete,3,830.78,40
3837,02 October 2022,IT Support,BPC,Active,Part-Time,Zone A,Part-Time,IT/IS,Finance & Accounting,27 August 1956,MA,Male,Other,Single,PIP,3,15 October 2022,5,3,1,22 February 2023,Communication Skills,Internal,Failed,3,320.34,23
3838,17 December 2018,IT Support,CCDR,Active,Part-Time,Zone A,Full-Time,IT/IS,Field Operations,14 August 1979,MA,Female,Asian,Single,PIP,3,05 December 2022,1,1,2,19 April 2023,Communication Skills,Internal,Failed,2,510.23,62
3839,11 October 2021,Sr. Network Engineer,PL,Active,Contract,Zone B,Part-Time,IT/IS,General - Con,27 September 2000,MA,Male,Hispanic,Divorced,PIP,3,04 April 2023,3,3,4,12 June 2023,Communication Skills,External,Failed,4,403,44
3840,01 April 2023,Sr. Network Engineer,BPC,Active,Part-Time,Zone B,Full-Time,IT/IS,Field Operations,25 October 1969,MA,Male,Hispanic,Single,Fully Meets,3,03 February 2023,1,5,4,06 November 2022,Technical Skills,External,Failed,4,170.61,70
3841,20 March 2021,Principal Data Architect,CCDR,Active,Full-Time,Zone C,Full-Time,IT/IS,Wireline Construction,17 June 1970,CT,Male,Asian,Single,Fully Meets,3,18 May 2023,5,4,4,24 January 2023,Customer Service,External,Passed,4,872.91,64
3842,20 August 2020,Enterprise Architect,SVG,Leave of Absence,Part-Time,Zone B,Part-Time,IT/IS,Aerial,19 July 1951,MA,Female,White,Divorced,Fully Meets,3,31 July 2023,2,5,5,22 September 2022,Project Management,Internal,Completed,5,584.99,77
3843,16 July 2023,Sr. DBA,EW,Leave of Absence,Full-Time,Zone C,Full-Time,IT/IS,Engineers,07 February 1977,MA,Female,Asian,Single,Fully Meets,3,16 November 2022,3,5,5,04 August 2023,Technical Skills,External,Passed,2,582.09,39
3844,10 June 2021,Network Engineer,PYZ,Active,Part-Time,Zone C,Temporary,Executive Office,General - Con,02 June 1961,MA,Male,White,Single,PIP,3,01 February 2023,3,2,5,09 July 2023,Project Management,External,Failed,5,603.67,63
3845,25 August 2019,Network Engineer,WBL,Active,Contract,Zone A,Full-Time,Executive Office,Field Operations,10 August 1969,MA,Male,Hispanic,Single,PIP,3,05 August 2023,4,5,3,17 August 2022,Project Management,Internal,Passed,5,546.24,28
3846,04 May 2020,IT Support,NEL,Active,Contract,Zone C,Full-Time,IT/IS,Wireline Construction,10 August 1975,MA,Male,Asian,Single,Fully Meets,3,27 January 2023,4,5,1,11 April 2023,Leadership Development,Internal,Incomplete,4,607.97,33
3847,24 February 2019,IT Support,PL,Active,Part-Time,Zone B,Temporary,IT/IS,Field Operations,06 September 1998,MA,Male,Hispanic,Single,Fully Meets,3,04 October 2022,5,3,1,28 March 2023,Technical Skills,Internal,Completed,4,130.59,59
3848,24 September 2019,IT Support,BPC,Active,Full-Time,Zone C,Temporary,IT/IS,Field Operations,18 August 1996,MA,Male,Asian,Married,Fully Meets,3,02 October 2022,5,1,4,18 November 2022,Communication Skills,Internal,Incomplete,2,443.56,26
3849,13 February 2021,IT Support,CCDR,Active,Contract,Zone A,Part-Time,IT/IS,General - Con,21 January 1979,MA,Female,White,Widowed,Fully Meets,3,07 September 2022,3,3,1,15 March 2023,Leadership Development,External,Passed,3,436.47,50
3850,05 January 2020,Sr. Network Engineer,MSC,Active,Part-Time,Zone B,Temporary,IT/IS,Yard (Material Handling),17 August 1953,MA,Male,Hispanic,Single,Fully Meets,3,15 October 2022,1,3,5,01 November 2022,Communication Skills,Internal,Completed,1,355.75,62
3851,18 January 2019,Sr. Network Engineer,NEL,Leave of Absence,Contract,Zone C,Temporary,IT/IS,Executive,07 July 1994,CT,Male,Black,Married,PIP,3,27 August 2022,5,2,1,21 January 2023,Project Management,Internal,Failed,3,982.51,45
3852,01 March 2019,Principal Data Architect,PL,Leave of Absence,Part-Time,Zone A,Temporary,IT/IS,Field Operations,10 September 1987,CT,Female,White,Widowed,PIP,3,30 May 2023,5,2,4,28 March 2023,Technical Skills,External,Completed,3,372.76,58
3853,14 August 2021,Enterprise Architect,PYZ,Leave of Absence,Full-Time,Zone A,Temporary,IT/IS,General - Con,18 July 1983,MA,Female,Asian,Single,Fully Meets,3,04 February 2023,1,3,3,06 October 2022,Leadership Development,External,Failed,3,348.22,33
3854,06 June 2019,Network Engineer,WBL,Active,Part-Time,Zone B,Temporary,Executive Office,Technology / It,24 January 1942,MA,Male,Black,Single,Fully Meets,3,18 July 2023,5,2,5,17 October 2022,Communication Skills,External,Incomplete,5,913.62,77
3855,25 May 2021,Network Engineer,WBL,Active,Part-Time,Zone B,Part-Time,Executive Office,People Services,01 October 1999,MA,Male,Other,Widowed,Fully Meets,3,24 April 2023,5,3,4,02 October 2022,Communication Skills,External,Passed,1,157.94,25
3856,17 March 2023,Network Engineer,TNS,Active,Part-Time,Zone C,Part-Time,Executive Office,Wireline Construction,17 May 1994,MA,Male,Other,Divorced,PIP,3,17 January 2023,5,1,4,12 July 2023,Technical Skills,External,Completed,4,527.6,71
3857,02 October 2022,IT Support,SVG,Active,Contract,Zone B,Temporary,IT/IS,Fielders,24 May 1963,MA,Male,Black,Widowed,PIP,3,18 September 2022,1,1,2,24 July 2023,Leadership Development,External,Completed,1,601.2,62
3858,22 January 2022,IT Support,PYZ,Active,Full-Time,Zone B,Full-Time,IT/IS,Engineers,02 July 1951,MA,Male,Other,Married,Fully Meets,3,07 May 2023,3,3,1,13 June 2023,Project Management,External,Failed,4,478.88,31
3859,29 November 2019,IT Support,PL,Active,Full-Time,Zone B,Part-Time,IT/IS,Fielders,20 April 1992,MA,Female,Hispanic,Married,PIP,3,02 August 2023,1,2,5,05 June 2023,Communication Skills,External,Completed,1,838.69,58
3860,01 July 2020,IT Support,NEL,Active,Contract,Zone B,Temporary,IT/IS,Catv,04 January 1996,MA,Female,Asian,Single,Fully Meets,3,26 June 2023,2,4,3,10 October 2022,Technical Skills,Internal,Completed,4,389.63,26
3861,24 March 2022,Sr. Network Engineer,PL,Active,Full-Time,Zone C,Part-Time,IT/IS,General - Con,25 February 1965,MA,Male,Other,Widowed,PIP,3,19 July 2023,3,1,5,29 April 2023,Project Management,Internal,Passed,1,911.36,60
3862,13 May 2019,Sr. Network Engineer,BPC,Leave of Absence,Part-Time,Zone B,Temporary,IT/IS,Project Management - Con,05 May 1989,CT,Male,White,Married,PIP,3,08 January 2023,3,1,3,22 September 2022,Communication Skills,Internal,Passed,3,603.03,79
3863,07 June 2019,Principal Data Architect,CCDR,Active,Contract,Zone A,Temporary,IT/IS,Aerial,19 March 1972,MA,Female,Other,Single,PIP,3,23 November 2022,4,2,1,16 September 2022,Leadership Development,Internal,Incomplete,5,274.98,60
3864,05 December 2022,Enterprise Architect,SVG,Leave of Absence,Contract,Zone A,Full-Time,IT/IS,Aerial,27 April 1969,MA,Female,Other,Married,Needs Improvement,3,11 November 2022,3,4,2,02 November 2022,Leadership Development,External,Incomplete,4,976.03,77
3865,29 September 2020,Network Engineer,MSC,Active,Part-Time,Zone C,Temporary,Production       ,Sales & Marketing,03 October 1963,MA,Male,Asian,Single,Needs Improvement,3,26 May 2023,1,4,3,03 November 2022,Project Management,External,Completed,2,399.26,22
3866,04 September 2020,Network Engineer,TNS,Active,Contract,Zone A,Full-Time,Executive Office,Field Operations,09 November 1959,MA,Male,Other,Divorced,Fully Meets,3,16 September 2022,2,1,5,04 December 2022,Customer Service,Internal,Incomplete,4,993.08,66
3867,26 August 2018,Network Engineer,PYZ,Active,Part-Time,Zone B,Full-Time,Executive Office,Catv,21 October 1986,MA,Male,Other,Widowed,Fully Meets,3,31 October 2022,5,3,3,07 September 2022,Communication Skills,External,Failed,4,540.57,28
3868,17 August 2019,Network Engineer,WBL,Active,Contract,Zone A,Part-Time,IT/IS,Finance & Accounting,23 March 2000,MA,Male,Hispanic,Widowed,Fully Meets,3,16 September 2022,3,1,2,27 September 2022,Project Management,Internal,Completed,3,272.58,78
3869,25 September 2019,IT Support,NEL,Active,Full-Time,Zone A,Temporary,IT/IS,Field Operations,10 June 1977,MA,Male,Hispanic,Divorced,Fully Meets,3,07 January 2023,1,4,2,19 March 2023,Project Management,External,Completed,2,905.51,38
3870,11 March 2023,IT Support,PL,Active,Contract,Zone B,Temporary,IT/IS,Project Management - Con,23 November 1966,MA,Male,Asian,Single,Fully Meets,3,13 February 2023,1,5,1,10 March 2023,Technical Skills,External,Completed,1,919.25,65
3871,15 December 2022,IT Support,BPC,Active,Full-Time,Zone B,Full-Time,IT/IS,General - Con,05 June 1971,MA,Female,White,Widowed,Fully Meets,3,15 July 2023,4,5,2,15 April 2023,Technical Skills,External,Completed,5,979.98,46
3872,10 August 2018,IT Support,CCDR,Active,Contract,Zone B,Part-Time,IT/IS,Engineers,08 January 1966,MA,Female,Asian,Single,Fully Meets,3,15 August 2022,5,5,3,26 February 2023,Communication Skills,Internal,Completed,3,499.86,35
3873,04 March 2022,Sr. Network Engineer,NEL,Active,Full-Time,Zone B,Part-Time,IT/IS,Executive,27 October 1972,MA,Male,Hispanic,Widowed,Fully Meets,3,25 March 2023,3,4,5,10 March 2023,Project Management,Internal,Completed,3,598.22,61
3874,02 June 2020,Sr. Network Engineer,PL,Active,Part-Time,Zone C,Part-Time,IT/IS,General - Con,22 October 1997,CT,Male,Hispanic,Married,Fully Meets,3,01 October 2022,4,4,5,03 October 2022,Project Management,External,Passed,2,421.93,57
